Packet_Size,Protocol,Flow_Duration,Avg_Packet_Rate,Anomaly_Score,Attack_Label
696,ICMP,6412,55.82926067091453,0.8130512071433081,1
691,ICMP,5630,73.33998155192573,0.8448056670360005,1
1036,ICMP,5939,5.191159644346717,0.25861877131047617,0
1346,TCP,8380,2.1087312203147075,0.3256447769498927,0
1446,UDP,6949,46.34862696821624,0.23624696771511466,0
773,ICMP,2225,14.051825162547905,0.908382547371264,1
1498,UDP,9804,66.77008485500673,0.5026493346222822,0
712,UDP,8022,22.191193166515983,0.6561370440820199,1
381,UDP,5284,43.85225957277142,0.4154820866996033,0
1312,ICMP,9972,20.569422750552626,0.6310141935045311,1
1321,TCP,1732,55.29987498916332,0.3858553767217361,0
747,ICMP,9308,12.489292479072322,0.33967843772922546,0
727,UDP,8838,3.287578425960546,0.6344800731734802,1
1461,UDP,7946,6.062032172563021,0.5910620780489892,0
1320,TCP,5116,95.47158571001569,0.29352795416794963,0
1200,ICMP,5225,15.086335642482647,0.1493484503194734,0
505,UDP,4177,71.13934706054668,0.3685766938381376,0
627,TCP,6787,7.724694218059798,0.4151976391419092,0
1355,UDP,8980,11.707874871283035,0.6286843334246048,1
1473,TCP,1909,51.37874888952413,0.9145287636368638,1
1474,TCP,8705,47.02222208528002,0.03618479753292514,0
1200,ICMP,756,95.2064506345471,0.2436610125418449,0
1015,UDP,2221,94.53870984905299,0.19371594227956035,0
1168,ICMP,1923,78.18125561170405,0.5022944086937836,0
762,UDP,5453,60.60808118260763,0.4297008070431598,0
176,ICMP,3490,46.04107142190809,0.7290376238201884,1
65,UDP,1695,36.26167489851368,0.24241591254486383,0
705,ICMP,5059,94.76166715057998,0.5944983657497586,0
283,TCP,4865,60.687972331043866,0.8838572635999593,1
918,UDP,1744,58.328180240913454,0.9106777399183047,1
1312,UDP,7266,23.95821105512257,0.9587846047250311,1
448,TCP,5802,5.623083970626194,0.7732611520799886,1
1490,ICMP,1806,94.5736693961949,0.905987906258915,1
1217,UDP,2902,32.059790625620735,0.23453087198527423,0
1140,UDP,996,44.81631330912141,0.19758094435047702,0
793,ICMP,3899,12.349354414984976,0.006488083780526455,0
310,TCP,1409,83.85550866101991,0.7068443574290983,1
899,ICMP,872,3.7355514527371323,0.9374671878137444,1
266,ICMP,6736,83.56508544781056,0.18693534504167642,0
1271,ICMP,1844,14.888216266008712,0.6369435754268788,1
186,UDP,9015,88.76984715048405,0.7464597592217775,1
464,TCP,2931,73.24749109627957,0.9276142351480565,1
830,TCP,5170,17.302355988223205,0.6468602240172217,1
357,ICMP,3284,57.01598129308734,0.9702937327487523,1
343,UDP,9907,31.952975121166727,0.34467314101254776,0
947,ICMP,2195,18.645076792246762,0.34992853377140765,0
261,UDP,2407,86.05903774169973,0.5430125100143456,0
1045,UDP,5314,40.94875388421571,0.3835018811159071,0
815,UDP,1280,40.45582772217287,0.0014257282875326238,0
207,UDP,1519,17.81878080585538,0.7317720250869874,1
672,TCP,1903,38.92350193249209,0.7517170414784834,1
1288,UDP,1926,87.29006778655616,0.7469746046867705,1
1211,UDP,9355,36.94974233847395,0.3450206666104666,0
250,ICMP,6368,95.20875268747902,0.5222894733111719,0
1413,ICMP,510,94.68458102163036,0.35997351817666945,0
527,TCP,6830,15.344967271427256,0.01603640003064577,0
1436,ICMP,9730,18.553814098741842,0.5624489412714188,0
723,UDP,3325,86.40473296285703,0.12376066608401104,0
827,ICMP,7964,39.8833309735472,0.0800413240914406,0
1018,TCP,3503,1.4330242460179243,0.7554990686967872,1
466,ICMP,9767,28.11331015083173,0.009506202418105625,0
1433,ICMP,7695,60.165270326360435,0.9590084436087262,1
210,TCP,7220,80.12733063003684,0.5152553641125769,0
1235,TCP,3588,14.205473092232696,0.9830164307061484,1
927,UDP,2289,11.943595077256798,0.057997572472708425,0
552,ICMP,3536,92.28717270366083,0.5835295488659132,0
992,UDP,7877,75.36368841443569,0.3493270359759112,0
614,ICMP,8098,59.38818047702976,0.8434824928142858,1
401,ICMP,5338,77.14949220959687,0.3612227352342863,0
935,UDP,6372,43.45658176935721,0.2604875790573491,0
704,ICMP,4153,76.08711898360353,0.8575531270999133,1
536,ICMP,4799,37.80849613617904,0.374653091653261,0
214,ICMP,9768,25.165362676767632,0.01683331986056147,0
1385,TCP,1473,73.1723287080039,0.39028910083933377,0
326,UDP,7583,42.547556923569566,0.6545222690109419,1
207,TCP,5994,98.15633332829329,0.25435953880638185,0
409,UDP,9991,35.599033048502,0.4319875924251573,0
687,UDP,3906,92.25101463257553,0.05671513828222552,0
1080,ICMP,5650,93.36329230814087,0.5880927915139572,0
944,UDP,9850,24.94344175940987,0.7562949238603938,1
65,TCP,3629,80.02389697721333,0.4133125614011103,0
960,TCP,604,43.87437600931195,0.42023263280146006,0
1391,TCP,7933,91.83494799580446,0.08828249858491644,0
317,UDP,8189,45.56230299088864,0.20194086451198257,0
516,TCP,4067,74.68606801639925,0.15467530312791267,0
1124,UDP,4848,47.22977350721599,0.48168776866153795,0
1247,TCP,4890,23.552274815572762,0.5292555409507501,0
1078,TCP,7311,20.735662765523944,0.94894013128426,1
72,UDP,1681,43.11768823137821,0.0732315042772339,0
1320,TCP,5144,75.79397104440727,0.5998679731550471,0
1186,ICMP,6373,60.90207703289592,0.5264985273282413,0
879,UDP,4894,69.17429970015378,0.5162330979358292,0
271,UDP,4034,28.950308722462303,0.8731592873828264,1
1218,UDP,6344,48.66209924980294,0.20553847069548647,0
467,ICMP,6439,5.395131231963373,0.04077327434137146,0
215,UDP,6975,81.93570917985394,0.6722715076341925,1
117,TCP,2274,98.99932406174759,0.34515746413598014,0
1207,TCP,8783,41.28102719984242,0.017589916212524592,0
691,TCP,946,2.0854016600227916,0.2513740072904138,0
650,UDP,608,17.80947131554379,0.3093267742168119,0
167,TCP,3739,65.60016089729146,0.616838376784242,1
317,UDP,6431,61.59585250218206,0.1725857940492721,0
1314,TCP,4553,78.99860723896884,0.413054347953398,0
1199,ICMP,5037,26.13451708514575,0.4824754444178325,0
573,ICMP,6861,76.59955963916627,0.4592373913640909,0
162,ICMP,1745,69.11041813084331,0.9739407666667818,1
216,ICMP,3220,32.95863527367048,0.04550423779029611,0
977,UDP,8969,55.003326657639235,0.9509681864523993,1
941,TCP,8241,15.580107041334346,0.5819372139940333,0
401,ICMP,5605,45.80388584012268,0.7957277149698383,1
885,UDP,3422,88.23853661600846,0.4303926180160754,0
1250,ICMP,3013,42.697946602713685,0.45383788125698044,0
1020,ICMP,9530,84.11710394106677,0.8793264990158236,1
224,UDP,3301,59.435083160709745,0.8959344962919021,1
864,UDP,7481,19.99579459713332,0.23868888143129763,0
461,TCP,8721,58.52951822509174,0.19924187858461817,0
1364,TCP,7002,51.09234958654928,0.4962351738699511,0
879,ICMP,6538,40.46549218444201,0.9002770271276916,1
1479,ICMP,6729,12.843413512090963,0.3223550934061763,0
1222,TCP,9949,42.25415772087575,0.6520146153391313,1
1282,TCP,864,8.203475247723084,0.7081516877406011,1
464,UDP,2300,10.778136088476375,0.7786746648941558,1
703,TCP,6458,42.175736760338886,0.5639244579209632,0
1120,TCP,9596,31.232766714877908,0.4024551782789696,0
751,ICMP,7936,92.62888826036013,0.9670159887989729,1
523,TCP,5293,38.19487473264678,0.6113307533028527,1
1018,ICMP,8660,76.0279540851379,0.7285652116332708,1
533,TCP,679,53.49450511025803,0.34498284569587834,0
1462,UDP,4373,70.70448119559121,0.6699491810030801,1
1109,TCP,4460,26.75148231852452,0.2577976621641259,0
813,TCP,1686,94.24859231099458,0.24509691752863616,0
101,TCP,1273,53.47876119452797,0.7147222018094264,1
293,ICMP,4960,83.30108305723972,0.5213947362629351,0
1452,UDP,852,37.13952365413523,0.6832766104223897,1
626,TCP,7443,10.920923556001929,0.2694384907480917,0
501,ICMP,5702,67.69745312436403,0.5987233410567304,0
1370,UDP,5844,1.768205185405024,0.44393364970311255,0
90,ICMP,5007,48.05400467998532,0.5969602868455279,0
289,ICMP,5330,20.087388363979464,0.29087973224421937,0
1364,UDP,617,63.11017493910085,0.7154509636491239,1
861,TCP,981,97.96256744064736,0.8059293661594655,1
347,ICMP,4787,46.97588772574395,0.25991647385772365,0
942,ICMP,7302,81.932327396041,0.30062055985564207,0
1023,TCP,8798,51.27063450816098,0.661154269719093,1
516,TCP,4977,50.08816307929838,0.6955851743035442,1
1083,UDP,7033,93.111925824699,0.7040996843974501,1
879,UDP,743,89.10662100592147,0.6826985047758368,1
722,UDP,7512,78.79424605360947,0.3928077169525388,0
610,TCP,1365,30.329319578361627,0.39485367440367836,0
1279,ICMP,5829,54.95583315667012,0.25481762364438143,0
1136,ICMP,1103,23.165826097262816,0.15683369989636298,0
80,UDP,6256,44.947753106607436,0.6925773793969057,1
1259,TCP,4518,48.93709351021927,0.09318878597231284,0
1307,ICMP,5692,83.33236397676376,0.9377922867867816,1
221,UDP,2515,89.70680816717432,0.8266863036714514,1
540,ICMP,3880,42.04738617725131,0.8575057399572561,1
1133,ICMP,4270,2.7527400622504836,0.9066688146151902,1
1460,TCP,6329,86.3156101391461,0.4086049707232401,0
581,TCP,2113,18.253589171634708,0.846700723350401,1
162,ICMP,2379,62.56631442514896,0.15806130029164933,0
1124,UDP,5872,3.472119142978988,0.021641794608235676,0
343,TCP,4608,40.55114105079586,0.7848913946638502,1
1436,ICMP,9791,98.61006990941964,0.0747966479969393,0
560,TCP,9766,10.968666509276506,0.9885246673259216,1
365,TCP,9478,42.94562204796459,0.674796429601556,1
244,TCP,648,31.407845068805265,0.7534497102421055,1
670,ICMP,2254,90.60372421543816,0.24580385627786594,0
1186,UDP,7878,87.06467068282817,0.6738653939196881,1
763,UDP,7181,24.532177270316655,0.04321993725495721,0
1056,UDP,4256,9.037590917992686,0.8378257199236009,1
1203,TCP,9871,63.08670101205063,0.16962409303157244,0
254,ICMP,9616,34.30050247648727,0.6973580668337706,1
316,TCP,5892,67.53635467000025,0.22448050123272834,0
1044,UDP,3552,4.179855850713633,0.06845316942604274,0
991,UDP,6192,14.206524282571452,0.4814936785493943,0
1248,ICMP,4718,68.9508510444917,0.16928621027278945,0
1343,TCP,5303,22.02469487494728,0.7294439883265498,1
1410,UDP,2877,85.90117990047776,0.23756584338348485,0
191,ICMP,5586,6.800497883303407,0.34247255623582884,0
81,TCP,3682,22.33271629577189,0.5674392512644729,0
629,TCP,3660,99.8574646000218,0.2849682775773116,0
633,UDP,7076,43.87453415609247,0.37798811620996164,0
1410,UDP,9403,70.59360069091971,0.8156217710403867,1
749,TCP,3086,19.083641836844354,0.1792098495610257,0
689,TCP,3148,61.37700476356824,0.08220158948193368,0
1375,UDP,7813,72.88450076857244,0.3283577851330193,0
917,TCP,2217,32.13318695078454,0.42437676701387816,0
1025,UDP,5808,83.0608140856119,0.5426592821365677,0
218,TCP,7907,60.73834026875605,0.37242369617500704,0
553,UDP,1370,39.52317795188799,0.7899117002228051,1
1473,ICMP,4074,56.2065969409727,0.03931948766847326,0
848,UDP,6327,58.099323896156505,0.43176753819855795,0
1191,UDP,8486,17.387993976692737,0.3822559146564046,0
1480,ICMP,8962,40.87050461682965,0.647578490806859,1
309,TCP,9241,34.99962821392982,0.966276251897396,1
1263,ICMP,6269,40.68936953533348,0.5103754066288622,0
1126,UDP,6233,76.34994826004053,0.9868768469417205,1
822,TCP,3740,48.771302339200595,0.30224939491319747,0
601,ICMP,5393,94.09129917068717,0.030868132542461013,0
984,TCP,9976,30.07396492248518,0.16566316747641274,0
471,TCP,1386,42.15465425020797,0.3951248847745673,0
588,ICMP,6354,78.9087242374251,0.3163339091885522,0
891,TCP,5818,55.05643473875428,0.09705413098337767,0
966,ICMP,2758,55.155786496020326,0.43266010769071683,0
99,UDP,4882,6.2806761375131686,0.33811577165956275,0
748,TCP,2285,40.461366609127126,0.12261922045743845,0
83,UDP,8227,27.802639509751515,0.2961171306119089,0
384,UDP,795,99.93417716028043,0.8864360553553905,1
575,TCP,3097,31.527151992598718,0.3020488654893402,0
463,ICMP,1180,88.56515694459249,0.7139554232420516,1
717,TCP,5390,67.94713976900726,0.6120470796577556,1
1035,UDP,4798,34.75072451001695,0.4271811624083718,0
534,UDP,824,54.809903459038246,0.23902563680366917,0
1230,ICMP,8452,84.21305211497018,0.36901469934594544,0
1179,TCP,1486,88.45346150506028,0.5921072134710428,0
1441,UDP,3618,16.878993625608377,0.35075321474935495,0
897,UDP,1260,34.61774097960879,0.21489643357423183,0
790,UDP,8258,34.1870948411436,0.1164627488916321,0
917,ICMP,9728,5.162434811518525,0.8797669379095653,1
114,UDP,1406,60.22553822533776,0.44031297575190564,0
638,UDP,5999,85.62718524622662,0.6252083217429301,1
1277,TCP,864,38.77586439472626,0.49041036113680525,0
1212,TCP,8269,74.26355855343353,0.8725665183579634,1
213,UDP,3913,63.142340946473254,0.5469348524482108,0
377,UDP,8527,38.18922481380708,0.48078141794911333,0
633,TCP,8439,14.964920149737411,0.9246009904217126,1
1429,ICMP,9761,71.22306142482077,0.7196895960453545,1
368,ICMP,3581,85.6019517251828,0.11154990734685732,0
745,ICMP,5948,68.8995947477477,0.17770446119681405,0
901,ICMP,3758,2.7699699194469884,0.7871228629394419,1
1141,ICMP,2607,22.407056544708134,0.8358513211799543,1
1066,ICMP,8428,7.8785185034696585,0.5451908290902965,0
507,ICMP,3433,57.46822385804645,0.5544552278666393,0
676,ICMP,3329,75.89129020520083,0.6319329628514445,1
1056,TCP,9133,11.947339519797284,0.4391157742826395,0
327,ICMP,5506,83.99544423874514,0.680199123483904,1
1140,ICMP,2059,55.99538886115283,0.10848125756641569,0
1067,ICMP,2241,69.30693220203077,0.9612792423673864,1
68,UDP,6330,97.16878301225597,0.7501548237949217,1
1190,TCP,8023,9.284417836522035,0.6311742040090069,1
1283,TCP,1125,90.22117827480113,0.3163220570094807,0
837,TCP,2190,13.484166902753522,0.16095548745672916,0
940,ICMP,8782,39.902921857031544,0.40934296382894464,0
1055,ICMP,6810,85.29243093678032,0.6615767405740585,1
947,UDP,3506,90.71916943704895,0.6337097434231109,1
1437,TCP,4802,51.13079568096939,0.3826411550655715,0
110,ICMP,1588,59.81635918926709,0.6132863938331298,1
930,TCP,6507,71.10658612525717,0.8137482955675476,1
886,UDP,5111,83.4431081768187,0.026284772337607065,0
999,UDP,9872,13.02960578422895,0.4506210479302757,0
719,UDP,8428,81.19686151469354,0.758555228466791,1
332,TCP,4990,48.64633890065006,0.5461444704633772,0
433,ICMP,8878,45.61171908570873,0.65147608792907,1
699,ICMP,2097,42.96607544770283,0.516676392605342,0
1193,UDP,4247,51.41194693935822,0.991874544682311,1
720,ICMP,3170,94.56000478606575,0.054621536489038225,0
183,UDP,8931,55.27217350642301,0.4910448217723773,0
894,TCP,3080,95.36457628805078,0.09141654911451769,0
1145,UDP,7932,18.84872293094842,0.15978556211357042,0
1433,TCP,8830,72.68946190443069,0.38303835041826184,0
804,UDP,3006,81.41171432226598,0.1555400915004873,0
180,ICMP,5225,68.23375430215133,0.963687165956651,1
854,ICMP,4800,61.0853057424275,0.9467897767251591,1
1214,UDP,9259,56.916465327532045,0.3361096462206038,0
1480,ICMP,7502,86.2321177752909,0.6397477120376796,1
1076,ICMP,9573,82.3430131192855,0.5337533205937861,0
1145,ICMP,6631,13.106583396879353,0.8155869805157686,1
697,TCP,9331,85.01017804605694,0.6274456098169422,1
576,ICMP,5037,41.99279332460381,0.000252454490562104,0
865,TCP,2835,26.115986169585266,0.7631743856097388,1
1183,UDP,4821,87.10708823337866,0.7468481212961181,1
1205,ICMP,3485,43.77045516374042,0.509722705566481,0
623,ICMP,1059,81.02810432750485,0.9029189732330538,1
551,ICMP,1213,27.076957583628605,0.9084462056904016,1
1324,UDP,5093,1.3890028207995624,0.5239116767043972,0
960,TCP,4488,50.05046009739149,0.6079882311965377,1
1359,TCP,6703,10.922597407645542,0.9965220719246723,1
1276,ICMP,756,75.68321959696605,0.2988202348114175,0
767,UDP,9268,28.331438470871625,0.32461724231147737,0
644,UDP,537,44.920919013744395,0.18277390266349636,0
853,UDP,9152,9.616322944063871,0.895866939157868,1
924,UDP,2332,29.379265596278014,0.7444883899492662,1
310,UDP,8100,78.36753408259862,0.10564284887024189,0
1163,TCP,5667,16.007203278329627,0.9817673511979657,1
217,TCP,932,65.06879655156878,0.730961708161116,1
1060,TCP,4651,91.82515942764562,0.8505221096049745,1
1173,ICMP,6911,68.30383921601431,0.048150789173200925,0
760,UDP,2251,81.29114723993045,0.5049609189421677,0
1372,ICMP,5497,11.788191301087664,0.6985982867270393,1
1307,UDP,6220,25.822450774203393,0.5429465845718413,0
1156,TCP,8116,89.5593463718185,0.6666474656992775,1
1134,ICMP,756,71.79545574819083,0.8178740635904725,1
1072,TCP,1171,64.31582881135381,0.3743370629601962,0
157,UDP,989,66.7129068760483,0.8486686756187097,1
1021,UDP,7389,42.005854876159695,0.16291610476529073,0
1075,UDP,2596,5.411106530147669,0.27088605502637475,0
516,TCP,2182,78.65971266500217,0.043345619927325774,0
1291,UDP,2960,68.19261038532004,0.3644268113352511,0
975,TCP,5029,47.807641947159745,0.3799095448241203,0
281,ICMP,5621,90.07620192145748,0.8052705972072509,1
537,UDP,2475,34.27980683352479,0.653130670289656,1
495,UDP,3716,30.137852678892354,0.43672255815566663,0
404,UDP,5015,87.40683618286484,0.6521139786237482,1
614,ICMP,6192,79.90177782113956,0.05278335051569116,0
1376,UDP,5439,51.98300125418613,0.1802715360183761,0
1341,TCP,6063,13.942739206327147,0.626947855241755,1
420,TCP,3463,22.29207567504019,0.6413668192253023,1
86,UDP,5029,65.96657105047186,0.7741346587074271,1
585,UDP,7286,39.11908254620076,0.4029997590536022,0
1187,ICMP,6700,83.81084597493115,0.7225540966161562,1
865,ICMP,1476,95.04554592388821,0.6839803325601894,1
1267,ICMP,7845,80.75805560221691,0.9633933783698491,1
1310,UDP,545,38.376996876560156,0.21513022642467916,0
